微博id,微博内容,微博发布时间
MvxNE8Z5z,芯片早上冲高被潜伏盘砸了，意料之中。从筹码角度看，芯片比较明的票，都有短线或者中线资金在。这些资金没啥耐心，会在一次次冲高中，逐步交出筹码，那个时候才是整个板块开始趋势上行的时候。半导体，无外乎两种情况，情绪和周期。政策对应情绪，周期对应业绩。而今年必然是政策比周期先到位。政策...全文 ,2023-03-03 12:19
MvwZtrWKw,"转发理由:虽然启动点买的，但真比不上后发挖掘的，人二十厘米，我喝汤//@唐史主任司马迁:加的基建部分，今天还可以。逻辑也很清晰，交易的是赤字率提升和中央财政列支项。指数很难跌下去，因为即使不交易新基建，老基建随便动动，就能带指数  
原始用户: 唐史主任司马迁
转发内容: 下午跟着市场走，加了一些配置仓位，人畜无害的几大建也加了些。既然看财政投入，这种当做现金配，放在配置仓里还是比较放心的。指数很强都是有原因的，主观还是不要太看空。  ",2023-03-03 10:16
MvwCfy9e6,禁令告诉我们，没有芯片自主，就没有AI自主。股票别冲，高开往往低走。是敌人，而不是朋友，教育我们，城墙越高越好。  ,2023-03-03 09:18
MvwuCbCJS,继周二周三上涨后，昨天盘面由于交易量过度集中在AI方向上，市场又呈现了三千多支下跌的格局。这个行情如果打个比方，很像在北京北四环的早高峰自西向东开车，看得到朝阳，但堵在你眼前是红色的尾灯。一脚油门一脚刹车，非常不舒服，但还不得不跟着挪AI方向，算力还坚挺，但本周普遍换手提升...全文 ,2023-03-03 09:00
MvqhuDzP0,哈哈哈哈，宁死不屈的宁。  [组图共2张] 原图 ,2023-03-02 17:11
MvpgOl12p,AI抽血已经抽到AI抽AI的血了，活久见  ,2023-03-02 14:36
Mvo9h8tyJ,也不要把马一龙神话了，他做事都是先吹牛后做事。有些做着做着没下文了，有些能做成。赢在整体蓝图不断实践。比如说无钴电池，多少年了，才到4680。确实有进展，但和吹牛的速度比，显然太慢。所以，今天肯定有错杀的。我也捡了点，是不是错杀，这周看不出来，或许下个月才能看出来。不过整个车向，...全文 ,2023-03-02 11:45
Mvo23EdJw,不要把数字经济和老基建对立起来，数字经济真金白银掏钱的是财政，不管你喊他信创也好，数字基础设施也罢，掏钱的都是财政。而老基建，掏钱的不还是财政，尤其是重大专项，不也是财政?核心都是“财政赤字+列支扩大”，都是国库的真金白银。所以不要对立起来，一个进攻，一个防御，一个盾牌，一个砍刀...全文 ,2023-03-02 11:27
MvnEN4WMp,"转发理由:加的基建部分，今天还可以。逻辑也很清晰，交易的是赤字率提升和中央财政列支项。指数很难跌下去，因为即使不交易新基建，老基建随便动动，就能带指数  
原始用户: 唐史主任司马迁
转发内容: 下午跟着市场走，加了一些配置仓位，人畜无害的几大建也加了些。既然看财政投入，这种当做现金配，放在配置仓里还是比较放心的。指数很强都是有原因的，主观还是不要太看空。  ",2023-03-02 10:30
MvnaWpTrX,挖机和产业链的边界在于：是否还尊重产业发展的基本事实。如果不尊重产业发展的事实，甚至歪曲事实，那么挖机就变成了小作文产业链。指鹿为马不是长久买卖，圈子的钱再多，也只是给监管送人头。  ,2023-03-02 09:16
Mvn0og7qv,昨天市场运行得还不错，计算机板块算力方向最好，通讯板块成为数字经济的新秀，其实这两个板块，咱们这扎堆的都很熟悉，我也就不拓展了。从市场结构来看，交易实际已经转向大会。和以往的交易某个细节不同，这次交易的是“赤字率及中央财政发力保障GDP5以上”以及“新一届政府的发力方向”。前者体现...全文 ,2023-03-02 08:50
MvgTlsekA,微博网页版自动更新了，找不到退回去的摁钮。这个新版，太丑了，设计理念一定是基于玩手机的人群，给一个小框框，输入100字都挤。既然是XXX的网页版，你给我这么一点点大的输入框，我一万多块的显示器买来干嘛？这就好像你去拉屎，他把草纸做成便签那么大。太丑了……  ,2023-03-01 17:17
MvgK7DiHy,也就一年多前，新能源和半导体电子暴涨的时候，计算机和通信完全没人看，你聊这两，那你就是XX。然后现在呢，计算机和通信在讲宏大叙事，新能源和电子，谁聊谁XX。其实这都是同一拨人，知识结构接近，风偏接近，甚至研究员的学历和从业经历都相近。所以核心除了周期以外，更多是钱不够。钱不够，只...全文 ,2023-03-01 16:54
MveScsCDZ,能源和算力竞争是大国游戏，竞争最后体现在每P算力的单位能耗。能源总规模，对应的是各式能源科技进步，竞争点在水电工程建设能力，光伏钙钛矿，风电远海综合平台，第四代核电、清洁煤电，以及特高压输配和储能。算力总规模，对应的是底层的半导体芯片全链、通讯网络建设，数据中心和数据枢纽建设，...全文 ,2023-03-01 12:08
MveynsdQS,上证就差6个点破近期高度，然后就在那磨着。那个亮着灯的是你家吧？哟，16楼可以看到中国尊吧？落地窗欣赏夜景一定很好？电梯要是停了，走上去也够麻烦的？一梯一户那还好，安静点。就差一句：要不上楼坐会儿？  ,2023-03-01 11:19
Mvef3zZST,"转发理由:铺的几个，服务器都还行，云景气度提升也还行。就核心IP还半死不活的。 果然如前辈说的，高端的食材，朴素的烹饪，往往卖不上价钱。还是重油重盐加味精的，大众喜欢。  
原始用户: 唐史主任司马迁
转发内容: 铺的算力，虽然每个个股都有瑕疵，几乎都在被禁的名单里，但就是这么个实际情况，所有产业前沿都是被禁。虽然没完全回来，但好歹盘面证明了逻辑没错。  ",2023-03-01 10:32
MvdHqw542,不要怕错过“牛股”，你错过的牛股没有一千支也有八百支了吧？要注意“回撤”，你的亏损，大多是捕捉牛股未遂，连续“回撤”造成的。股市的“成功经验”一定程度上也叫幸存者偏差。东施效颦，不是颦没了，是东施没了。  ,2023-03-01 09:09
Mvd9BqNQ9,早上有点事，赶得及回来开盘。今天重点是中药这种博弈之后，市场是否有低位热点，或者权重走稳也行。我个人想法还是继续打野试错，量化最近在调策略，助涨助跌的因子少了，盘面会淡一些，也会稳一些。  ,2023-03-01 07:46
Mv6y8idf1,下午跟着市场走，加了一些配置仓位，人畜无害的几大建也加了些。既然看财政投入，这种当做现金配，放在配置仓里还是比较放心的。指数很强都是有原因的，主观还是不要太看空。  ,2023-02-28 14:57
Mv4Y9czIR,再宏大的叙事，在新一届大会之前，都是要让位的。让位于整体的政策框架，让位于如何让社会进步，让位于恢复经济的增长。这几天专心学习吧，盘面交易量也稳在7000亿了，等高位被套的、止盈的出来，再结合大会精神，找新的方向。保持耐心  ,2023-02-28 10:55
Mv4DAtuh6,"转发理由:前两个交易日，打野+3，清掉当前品种，等新的能看懂的机会。//@唐史主任司马迁: 打野这部分，早盘还行。四支三红一绿。 今天继续扩大打野。 月底流动性紧张些，加上开会，盘面偏谨慎。但从情绪来看，这个位置打野问题不大，关键是跟住品种。  
原始用户: 唐史主任司马迁
转发内容: 我降仓后，怂很多天了，今天想出去打打野，做好-5%的心理准备，不对下周就剁了，当试错吧。至于配置仓，暂时还没有想法。  ",2023-02-28 10:05
Mv45tmIu4,数字中国顶层规划颁布了，市场发酵较多的是“纳入考核”和修改法律法规。长期跟踪的话，会发现在去年就已经将数字政府部分纳入考核，且从市场来看，当时是信创行情的起点。至于修改法律法规这方面，此前颁布了三个新法，长期跟踪的都知道，这也就意味着沿着这三个法典，有个上位法下位法的重新梳理，以...全文 ,2023-02-28 08:41
MuZS3B9Zc,关于“考核”，如果想了解，建议戳链接，自行阅读。中共中央办公厅印发《党政领导干部考核工作条例》  ,2023-02-27 21:57
MuXQegQM2,阳了之后视力衰退，一直没有恢复。去测了一下，一边降了0.3，另一边0.4，快tm瞎了。开了点眼药水，彼此都心知肚明只是安慰剂。再扛一两个月看看，实在不行只能配眼镜了……  ,2023-02-27 16:47
MuWVkaPU8,三体人都被这打破沉闷盘面的科技挖掘震撼了  ,2023-02-27 14:27
MuV8Evcsc,"转发理由:打野这部分，早盘还行。四支三红一绿。 今天继续扩大打野。 月底流动性紧张些，加上开会，盘面偏谨慎。但从情绪来看，这个位置打野问题不大，关键是跟住品种。  
原始用户: 唐史主任司马迁
转发内容: 我降仓后，怂很多天了，今天想出去打打野，做好-5%的心理准备，不对下周就剁了，当试错吧。至于配置仓，暂时还没有想法。  ",2023-02-27 09:54
MuQBkuFdv,整个周末过来，市场情绪还是比较疑惑。尤其是中信说的那个“中大盘成长”，疑惑的更多。其实指数有个399372、399374相对接近中信的描述，但说实话，里面的成分股，走得难看的不在少数。从纯粹交易的角度来看，市场现在面临对注册制的全面调适，不止是短线资金，中长线资金也要在注册制背景下对长期风报...全文 ,2023-02-26 22:21
MuNBmapq1,你放学了，知道学校门口有恶霸在等你，等着要你兜里的十块钱。那你能怎么办？乖乖走到学校门口去，把十块钱交了。想着这样可能会少挨打。可实际情况呢，恶霸拿到十块后，不会相信你只有十块的，你会被拖进巷子里，书包被倒个底儿掉，裤衩子都扒下来搜身。末了屁股挨上几脚再让你明天带二十块来，不然...全文 ,2023-02-26 14:43
MuN0K8U2z,个人投资者，未来在高频交易领域的劣势越来越大。除非资金量级（包括圈子内的资金量级）本身已经远超一般规模的量化产品。而行研深度方面，随着资讯的发达，一般深度已经没有优势，基础逻辑传播快速，科普渠道也多。所以简单的对标挖掘，溢价会越来越小。所以，构建能力圈在未来会更加重要。基于能...全文 ,2023-02-26 13:12
MuxZyi3mF,"转发理由://@财富密钥: 色痞县长背景强大，这完全是量身定制的“官场快速升迁”路径。19年换15个岗位，一步一台阶，步步高升啊！//@云泉微博: //@迟夙生律师://@巴巴操盘:简直开挂了，不服不行//@我是二姐夫:路过//@文雨2023: 不扒不知道，一扒吓一跳。//@敬一山: 看着确实不是一般人……  
原始用户: 何光伟v
转发内容: 谁是老李？  原图 ",2023-02-24 22:58
MuvcGtkCh,二次大战后的大国角力，不管是朝鲜、越南、科索沃、伊拉克、叙利亚、阿富汗，都是在军事上打够甚至打趴下后，才可能出现谈判桌上的变化。大毛基本是封闭循环的国家，二毛能拿到援助，那么离坐到桌子前还有一段博弈。  ,2023-02-24 15:52
